,제목,저자,출판일,기관,초록
398,NCS 기반 교육과정 도입에 따른 무역실무 교과과정 개편방향에 관한 소고- 수출입관리 직무를 중심으로 -,임성철 /Sung Chul Lim,2016,한국무역상무학회,"National Competency Standards (NCS) is the knowledge, technology and attitude a country has organized by its industry sectors and levels to necessary to fulfill the duties in the industrial filed. NCS has been standardized in the national dimension to successfully execute the duties of the industrial site.
Currently,many universities of South Korea have opened courses on trade practices however, these courses are not consistent in the execution of criteria and unit of export-import management competency of the NCS and not established well-balanced.
This study explains the concepts and structure of the NCS, analyzes the execution criteria and unit of export-import management competency of the NCSand presents the subjects that need to be reinforced or established in the future based on the current status of the curriculum.
Departments of Trade practices need to recognize the changes in the trading environment, boldly straighten the existing subjects which overlap or do not conformto changes by using theNCSskills analysis and establish newcourses thatmatch for the era to recover original competitiveness of TradeDepartment.NCS, National CompetencyStandards, Export-ImportManagement, Trade Practices Related Department, Curriculum"
399,한중일과 미국간 FTA 체결이 한국의 무역구조에 미치는 영향에 관한 연구,박상길 /ParkSangGil,2006,한국무역학회,"The purpose of this study is to analyze the change of trade structure among Korea, China, Japan and US, when current tariffs are lifted among them by the conclusion of bilateral FTAs.
For this purpose, this study analyzed the trade structure among the four countries and international competitiveness of six major industries in the US market. and estimated the change of trade structure among Korea, China, Japan and US expecting after the conclusion of FTAs by four scenario using the standard GTAP(Global Trade Analysis Project) model.
As for the international competitiveness of the six major industries, Korea was most competitive in electric and electronic industry, China was most competitive in the textile, steel and metal, machine industry, and Japan appeared most competitive in chemical and auto industry.
As for effects on Korea and US FTA, exports from Korea to US will increase significantly, but exports from Korea to China and Japan will decrease. As for Korea, China, Japan and US FTA, exports from Korea to China will be expected to be greatest.FTA, GTAP model, Trade Structure, International Competitiveness."
400,청선(淸船)의 한강 출입 문제와 무역장정의 법리 논쟁: 1884년 2월 이명진(李名振) 선박 구류사건을 중심으로,박은숙 /parkeunsook,2014,고려대학교 아세아문제연구원,"1884년 2월초 조선정부는 중국 상선(商船)을 인천항에 구류하고 한강 진입을 금지시켰다. 전통적 조공체제와 근대적 조약체제 사이에 자리한 조중상민수륙무역장정(朝中商民水陸貿易章程)이 현장에서 구체적으로 적용되어 가던 시기였다.
중국 측은 조선 정부의 조치에 대해 무역장정의 한성ㆍ양화진 개설행잔(開設行棧) 조항을 위반한 것이라고 비난하고 조속한 해결을 촉구했다. 이어 구체적으로 무역장정의 조항을 들어 그 부당함을 지적했다. 이로써 양국 간에 무역장정 조항에 대한 법리 논쟁이 시작되었다. 논점은 장정 4조의 ‘양화진 한성의 개설행잔’과 3조의 ‘통상구안’의 해석에 집중되었다. 진수당은 개설행잔한 곳은 통상구안에 해당되며, 따라서 양화진에 상선 출입은 허용된 것이라고 주장했다. 조선은 개설행잔은 상선이 아닌 상민에게만 해당되고, 통상구안은 개항장을 의미하므로 내지인 한성ㆍ양화진에 청선 출입은 불가하다고 맞섰다. 이러한 양국의 견해 차이는 자국의 이익을 대변해야 하는 현실적 입장에 기인하고 있었지만, 용어에 대한 양국의 개념 차이에서 비롯된 측면이 적지 않았다.
장정 논쟁 과정에서 조선 외아문은 중국과 각국의 평행을 주장하고, 속방규정에 대한 불편한 심기를 드러냈다. 진수당은 이를 장정 폐지 주장으로 간주하고 조선정부를 맹렬하게 비난하는 한편, 본국의 이홍장에게 정치적 해결을 촉구하는 보고서를 올렸다.
그간 각국과의 평행을 주장하며 중국과 전면 승부를 펼쳤던 조선 정부는 2월 28일 한시적으로 1개월간 청선의 한강 진입을 허용했다. 중국에 갔던 역관 변원규가 돌아온 후 3월 13일에는 외아문 수장인 독판 민영목이 물러나고, 이어 협판 이조연ㆍ묄렌도르프가 교체되었다. 그 자리는 친청파 김윤식과 윤태준ㆍ변원규로 채워졌다. 당시 중국은 변원규를 통해 고종의 아킬레스건이었던 대원군의 환국 문제와 청선 구류사건을 주도한 외아문 관료의 문책 등에 대한 입장을 전달한 것으로 판단된다. 그 후 4월 14일 이홍장의 지침이 전달되자, 조선 외아문은 기다렸다는 듯이 당일로 청선의 한강 진입을 허용했다. 이로써 청선구류사건을 계기로 촉발된 양국의 한판 승부는 조선의 일방적 굴복으로 끝났다.
조선이 무릎 꿇은 배경에는 대원군 카드로 왕권을 위협하여 자국의 이익을 관철시킨 이홍장의 노회한 외교적 책략이 작동되고 있었다. 그러나 권력을 둘러싼 고종과 대원군의 오랜 갈등과 암투, 친청파의 책동과 고종의 근시안적 대응을 지적하지 않을 수 없다.
이 사건을 계기로 장정체제에 반기를 들었던 외아문 관료들이 대거 축출되었고, 조선 정계의 친청화와 대청종속이 심화되었다. 이후 청의 정치ㆍ외교적 압력이 가중되면서 반청자주는 개화당의 핵심 이슈로 떠올라 갑신정변의 중요한 목표가 되었다. 조선을 속방의 굴레에 가두었던 장정체제는 이 사건으로 확고해졌으며, 1894년까지 조선과 중국의 관계를 규정하는 기본 틀로 작용했다.In September 1882, Chosun and China signed Chosun-China regulations for maritime and overland Trade(朝中商民水陸貿易章程).
After that, most of the Chinese merchant ships immediately entered the Han river(漢江) without having to pass through customs procedures at Incheon, and had committed illegal trade.
In early February 1884, Chosun dynasty detained Chinese merchant ships at Incheon, and blocked the entrance of Han river.
Chin(陳樹棠, Chinese delegate) protested strongly that behavior of Chosun violated Chosun-China regulations. He argued that Chinese merchant ships could enter Han river, because Seoul and Yanghwajin(楊花津) were opened to Chinese traders according to Article 4 of Chosun-China regulations.
But Chosun insisted that the opening of Seoul and Yanghwajin were allowed only to the Chinese merchants and could not be applied Chinese ship.
The debate had been extended to another problem that China must be equal to other countries. It meant that Chosun and China must be equal. Due to this, Chosun's intentions that had denied the tributary was revealed clearly. Chin reported this problem to the Lee(李鴻章) in the home country, and asked to solve the problem.
Lee pressured to the king of Chosun by using Daewongun(大院君, King's father who was confined in China). That is, He hinted that he could change state power of Chosun by sending Daewongun to the Chosun.
In April 1884, Eventually Chosun surrendered to china and allowed to the passage of the Chinese ship into the Han River.Chosun-China regulations for maritime and overland Trade(朝中商民水陸貿易章程), Han river(漢江), Yanghwajin(楊花津), Chinese ship, tributary(屬邦), Daewongun(大院君)"
401,중소수출기업의 신용위험 관리 : 무역보험을 중심으로,"강동윤 /Kang, Dong_Yoon",2014,한국무역보험학회,"본 논문은 국내 중소수출기업들이 결제방식 변화에 따라 신용위험 관리를 효과적으로 수행할 수 있는 방안을 제시하는데 목적이 있다. 신용위험 관리는 중소수출기업의 수익성과 지속성 보장을 위하여 위험관리 당사자들이 조정과 협업으로 위험을 관리하는 것을 의미한다. 결과적으로 중소수출기업 자체적으로 신용위험을 관리하는 데에는 한계가 있기 때문에 위험관리의 당사자인 중소수출기업과 공공부문인 무역보험공사간의 협업 및 조정을 통해 신용위험을 해결해야 한다. 따라서 위험관리의 당사자인 중소수출기업과 무역보험공사의 역할에 대해 도출하였다.This study aims to propose a solution with commercial risk management of the exports can be undertaken effectively in accordance with change of payment methods by smaller enterprise in Korea. Commercial risk management means that relevant stakeholders manages risk through adjustment and cooperation with a view to ensuring profitability and sustainability of smaller enterprise. In conclusion, as there is a limitation for smaller enterprise to manage independently risk of uncollected price from the exports.
Commercial risk from the exports should be solved through cooperation and adjustment between the public and the private sectors who are relevant stake holders. Accordingly, the study deduced the role of smaller enterprise which are the parties in question of risk management, a representative export support institute of Korea, the Korea Trade Insurance Corporation.smaller enterpriser, payment method, commercial risk, risk management"
402,우리나라 농식품 수출시장 확대를 위한무역보험의 역할과 과제: 농수산물패키지보험 활용을 중심으로,조성제 /Sung-Je Cho,2014,한국무역학회,"무역자유화와 시장개방은 농업부문의 예외가 되지 못하고 있다. 영세구조를 특징으로 하고 있는 우리나라 농업은 세계무역기구 출범과 지역무역협정(FTA) 체결의 확산 속에서 새로운 전환 시기를 맞이하고 있다. 2000년 이후 우리나라는 농식품 수출활성화를 위한 지원제도를 다각적으로 운영하고 있지만 무역보험제도의 활용은 매우 낮은 수준을 보이고 있다. 농수산물 수출보험에서 시작된 농수산물 수출보험패키지는 우리나라 농식품 수출의 활성화 및 시장 확대를 위한 정책지원으로 수출환경 개선에 큰 기여를 할 수 있는 제도로 도입된 것이다. 하지만 농수산물수출보험패키지의 활용은 매우 낮은 수준이며 수출관련 농가 및 기업의 인식도 낮은 수준에 있다. 본 연구는 향후 우리나라의 농식품 수출은 수출환경에서 노출되는 위험을 최소화하는 것이 품목개발과 더불어 가장 중요한 요인이 되고 있는 시점에서 농수산물수출보험 패키지 보험제도의 활용을 분석하여 농수산물수출패키지보험제도 개선을 통해 보다 높은 수준에서 활용이 될 수 있는 방안을 제시하였다.Agriculture in Korea, which are characterized by small-scale structure is undergoing a period of a new conversion in the diffusion of regional trade agreements (FTA) signed with the launch of the World Trade Organization. Since 2000, Korea has managed diversified, support system for agricultural food export activation, but the use of export insurance system shows a very low level. Export Insurance package of agricultural products, which began in the agricultural and marine product export insurance, can be evaluated in the system that can be a major contribution to the improvement of the export environment in policy support for market expansion and activation of the Korean agricultural food export. In this study, the future, you can minimize the risk exposed by the export environment in addition to the development of products, at the time has become the most important factor, Food, Agriculture, Forestry and Fisheries exports of Korea, the export of agricultural and fishery products was presented a scheme that can be to analyze the utilization of the insurance package insurance system, to take advantage at a higher level through the improvement of the export package insurance system of agricultural and fishery products.Insurance Package of Agricultural and Fishery Products, Agricultural Export, Export Insurance"
403,중앙아시아CIS 국가를 활용한 대구·경북무역의 활성화 방안 연구,안태건 /TaeKun Ahn,2016,한국무역학회,"본 연구는 중앙아시아국가들과 대구·경북 지역의 무역활성화를 위한 방안을 제시하기 위함을목적으로 한다. 새로운 신흥 시장으로 성장하고 있는 중앙아시아지역과 현재의 교역 현황을 분석하였다. 또한 중력모형분석을 통하여 중앙아시아 지역의 국제화가 교역량 증가에 긍정적인 영향을 미친다는 사실을 입증하였다. 이를 바탕으로 교역활성화를 위한 국가적 정책 수립과 민간차원에서 접근해야할 방법에 대하여 제시하였다. 또한 대구·경북 지역의 교역 활성화를 위해 지역차원에서 이루어져야 할 해결책에 대하여 논의하였다.This study examined the trade of the Central Asian CIS countries and the Daegu-Gyeongbuk region. These countries are rich in resources such as oil, natural gas and aluminum. These countries were switched to capitalist market economy after independence from the Soviet Union. So, these countries are considered as new emerging markets.
This study analyzed the current status of trade between Daegu-Gyeongbuk region and Central Asian CIS countries. The result of analysis of the trade structure between the Daegu-Gyeongbuk and Central Asian CIS countries, and of the Daegu-Gyeongbuk region exports to Central Asian CIS countries showed insufficience when compared with the total export of korea.
In this study, we used the gravity model to analyze the trade volume of the Daegu-Gyeongbuk region and Central Asian CIS countries. The result of analysis is that the globalization of Central Asian CIS countries appeared to be effective in increasing trade. In order to increase trade, Korea and CIS countries should strengthen their economic cooperation. Especially, these countries should try to implement FTAs for economic integration.
The Central Asian CIS countries have an industrial structure that relies on resource exports. So, they have a blueprint for diversification of industries through national long-term plans. The Daegu-Gyeongbuk region's economy has been going through long-term stagnation. If the Daegu-Gyeongbuk companies can enter the Central Asian CIS countries, it can be a solution for the local economy.Central Asia. CIS, Daegu, Gyeongbuk, GRDP, Gravity Model."
404,국제물품매매거래에서 FTA 활용 기업의 무역거래단계별 주요 쟁점과 대응방안에 관한 연구,권순국 /Soonkoog kwon,2016,한국무역보험학회,"국제물품매매는매도인과매수인간의계약의성립전(前)단계,계약의성립단계,계약의이행단계, 계약의종료단계등으로이루어져있다. 한국은2003년FTA 로드맵에따라주요교역대상국과FTA를적극적으로추진하고있으며,이러한성과에힘입어칠레,싱가포르, ASEAN, 인도, EU,미국,캐나다,중국,콜롬비아등과FTA를발효시켰다.본연구는국제물품매매거래에서FTA를활용하고자하는기업의입장에서무역거래단계별주요쟁점과그에따른대응방안을살펴보았으며,이를바탕으로다음과같은시사점을제시하고자한다.먼저계약의성립전(前) 단계에서는무역상대방이한국과FTA를발효한체약당사국인지의여부확인과협정에따른FTA 적용특혜세율을파악하여야한다.그리고계약의성립단계에서는FTA특혜관세혜택을향유하기위한계약의유의사항을수출자,수입자및국내생산자를중심으로살펴보아야하며,계약의이행단계에서는직접운송요건의확인과FTA무역보험제도(FTA원산지증명서보험)도입과활용이필요하다.마지막으로계약의종료단계에서는주요FTA의원산지사후검증이슈를파악하고이에대한대비를하여야한다.The international sale of goods between the seller and the buyer consist of pre-contractual stage, formation of contract, performance of contract, and termination of contract. Acontract of sale of goods is a contract bywhich the seller transfers or agrees to transfer the property in goods to the buyer for a money consideration, called the price. Since the establishment of the FTA roadmap in 2003, Korea has actively pursuing FTAs with its key trading partners. So far, FTAs with Chile, Singapore, EFTA, ASEAN, India, EU, Peru, USA, Turkey, Australia, Canada, China,NewZealand, VietNam, and Colombia entered into force. The purpose of this study is to examine themain Issues and countermeasures in international trade transactions of FTAutilizing companies in the International Sale of Goods. Results of the study show that several implications based on the utilizing strategies are offered. The Korean companies and government need to do the following : confirmof whether or not party to the FTA and FTA preferential tariff rate in pre-contractual stage, identify of contract conditions for FTA preferential tariff application in formation of contract, confirm of direct consignment and introduce of FTA trade insurance systemin performance of contract, and prepare of FTAex-post verification of origin in termination of contract.FTA, CISG, Rules of Origin, Formation of Contract, Performance of Contract, Termination of Contract"
405,개발도상국의 세계화와 경제성장 - 개발도상국 무역확대를 중심으로 -,"이희재 /Lee,Hee-Jae",2007,한국무역학회,"This paper assesses the relationship between economic globalization, especially globalization in trade, and economic growth in developing countries. Two types of indicators were selected for evaluating the degree of national globalization in trade. First, Trade/GDP ratio in each country and its average growth rate throughout the period. Second, national Exports/GDP ratio in manufactures and its average growth rate. Data from the World Bank has been used to look for a possible relationship between variables, and the time period spans from 1971 to 2000. All the relative data were treated in an annual basis.
The results of the analysis are as follows. Economic growth rates were positively related to the levels of trade/GDP ratio, but not significantly. However, economic growth rates were significantly related with average growth rates in trade/GDP ratio, national exports/GDP ratio of manufactures, and its average growth rate. Based on the analysis, we can conclude that it is desirable for developing countries to expand international trade, especially the exports of manufactures during the rapid expansion of globalization. 
Starting from 2000, the rate of globalization has been slowing down. It is noticeable that this result did not apply to the period with globalization slowdown.This paper assesses the relationship between economic globalization, especially globalization in trade, and economic growth in developing countries. Two types of indicators were selected for evaluating the degree of national globalization in trade. First, Trade/GDP ratio in each country and its average growth rate throughout the period. Second, national Exports/GDP ratio in manufactures and its average growth rate. Data from the World Bank has been used to look for a possible relationship between variables, and the time period spans from 1971 to 2000. All the relative data were treated in an annual basis.
The results of the analysis are as follows. Economic growth rates were positively related to the levels of trade/GDP ratio, but not significantly. However, economic growth rates were significantly related with average growth rates in trade/GDP ratio, national exports/GDP ratio of manufactures, and its average growth rate. Based on the analysis, we can conclude that it is desirable for developing countries to expand international trade, especially the exports of manufactures during the rapid expansion of globalization. 
Starting from 2000, the rate of globalization has been slowing down. It is noticeable that this result did not apply to the period with globalization slowdown.globalization, developing countries, trade/GDP ratio, export of manufactures, economic growth"
406,韓末 彩票業과 華商 同順泰號 ― 20세기 초 동아시아 무역 네트워크와 한국 ―,강진아 /Jin-A Kang,2008,중국근현대사학회,"本文通過分析《(漢城)皇城日報》、《(上海)申報》以及《同順泰寶號記》來探討20世紀初中國彩票在韓國的流通和華商的作用，進而討論20世紀初東亞貿易網絡的文化性功能。彩票本身是舶來品，中國最初的近代性彩票是西班牙在植民地開辦的呂宋票, 到1899年廣濟公司得到官方批准，在上海創辦了江南義賑彩票, 此後中國近代性彩票業眞正開始。在韓華商在江南彩票開始的當年已進口了江南票, 在《(漢城)皇城日報》上登載廣告, 大大展開宣傳。在中國與韓國, 同時彩票大大流行, 兩地域社會經驗了同樣的社會變化, 供給者接踵而起, 過熱競爭, 惹起了彩票市場進一步擴大, 終於引起了反對彩票的社會公論。中國創辦國産彩票, 代替洋票, 杜塞了資本的外流, 反而韓國消費‘洋票’之中國彩票, 爲了新政期地方財政提供了資金。值得注目的是，韓中彩票市場之間, 廣域的連動性非常明顯, 通過市場的反應, 中國的政局變化深深發現在韓國彩票市場裏面, 彩票言語以及文化的傳播也是普遍。
1909年韓中兩國同時開始了取締彩票, 但在中國取締彩票之動力是中國入憲派與改革勢力, 在韓國取締彩票的是韓國民族主義情緖以及日本帝國主義。lottery, Sino-Korean Trade, Tongsuntae, Shanghai, Overseas Chinese Merchant"
407,우리나라 다변적 FTA체결을 활용한 MICE산업 중 무역전시산업(E)의 국제화 수준 제고 방안,윤기관 /KiKwan Yoon,2011,한국무역학회,"This paper aims at drawing some ideas to upgrade international competitiveness of trade exhibition industry(E) leading MICE industry, which its competitiveness is more and more severe under current FTA times. Internationalization symbolizes international competitiveness. Korea which economic growth based on international trade is inevitable needs the high degree of internationalization in home country-opened trade exhibition. Internationalization of trade exhibition is measured as the ratio of overseas exhibitors and visitors or buyers. The author proposed hardware and software ideas for raising internationalization of home country-opened trade exhibition.FTA, MICE, Trade exhibition, International competitiveness,Internationalization"
408,보험자의 주소탐지 노력의 정도에 관한 연구 - 무역보험을 포함하여 -,최병규 /Byeonggyu Choi,2018,한국무역보험학회,"보험계약을 체결한 보험계약자나 피보험자는 생활근거지를 옮기는 경우가 많다. 무역보험의 경우에도 보험계약자가 주소를 이전하는 경우 등이 존재한다. 무역보험의 경우에도 보험자인 무역보험공사가 보험계약자에게 연락을 취할 경우 주소확인 문제가 발생한다. 무역보험에도 일반 보험의 원리가 기본적으로 적용된다고 봄이 대법원 판례의 태도이기도 하다. 보험계약자가 생활본거지를 옮기는 경우에 보험자에게 주소를 통지하여야 함을 많은 보험계약 약관에서 규정을 하고 있다. 그런데 주소이전 등을 보험자에게 통지하지 아니한 상황에서 보험사고가 나는 경우 보험자에게 어느 정도의 주소 탐지의무가 인정되는지가 문제된다. 보험계약에서는 보험자가 보험계약자에게 각종 통지나 최고를 하여야 하는 경우가 많다. 그런데 보험계약자가 최종 연락한 주소지로 통지가 도달되지 않는 경우에 그 법적 효과를 어떻게 정리하여야 하는지가 문제이다. 보험자가 주소확인을 위한 노력을 어느 정도는 기울여야 보험자가 알려진 최종 주소로 통지한 경우 법적 효과를 주장할 수 있는지가 관건이다. 주소통지 및 의사표시도달의제와 관련한 법제를 한국과 독일의 비교하는 것이 필요하다. 우리 약관규제법 제12조와 독일 민법 제308조 제6호를 비교하여 보면 유사점이 있다. 이들 규정에 의하면 중요한 내용에 대한 도달의제 약관조항은 무효가 된다. 그런데 차이점은 독일의 경우는 동 보험계약법 제13조를 두고 있다는 점이다. 그에 의하면 보험분야의 특별법으로서 보험계약자가 주소변경을 통지하지 않으면 알려진 최종 주소로 등기우편으로 송부하면 3일후에 도달된 것으로 간주하게 된다. 다만 보험자가 보험계약자의 진정한 주소를 다른 경로로 객관적으로 알고 있으면 안 된다. 보험자가 새로운 도달가능한 주소를 다른 소스를 통하여 알게 된 경우에는 독일 보험계약법 제13조를 적용하는 것이 허용되지 아니한다. 다른 경로로 안 경우라 하더라도 “단지 우연하게” 안 경우는 보험자가 안 경우로 보지 않는다. 이와 우리나라 대법원 판례를 비교하면 우리대법원 판례는 일종의 주소탐지의무를 부과하고 있다고 할 것이다. 과실 없이 모른 경우에 한하여 도달의제 조항이 유효하게 된다고 보고 있기 때문이다. 주소탐지 노력의 이행 정도는 구체적 상황을 고려하여 상대적으로 결정하여야 한다. A사의 분쟁사례의 경우 일단 보험계약자가 실제 주소변경은 통지하지 않았다. 그리고 보험자로서는 실제 주소를 알려고 노력은 일부 기울였다. 가령 이 사건의 경우 보험계약자측에서 장기보험 보험금청구이력은 없었으며, 약관대출 이력 및 자동차 등록증 제출이력도 없었다. 또한 A사 자동차 보험 처리 이력을 확인하였으나 주소지 및 휴대폰 연락처 변경사항을 확인할 수 없었다. 다만 피보험자가 A사 콜센터에 전화를 하여 본인명의 보험계약이 해지되어 있어 보험계약을 살리려면 어떻게 하는지 질문하여 상담사는 보험료 납입내역 및 부활시 추가 부담해야하는 보험료를 설명하였으며, 구체적인 부활방법은 계약을 관리하는 설계사와 상담해야 하므로 본 건 보험계약을 이관 받은 설계사의 전화번호를 SMS 발송한 사실이 있었다. 이때 피보험자의 휴대폰 번호가 계약당시와 달리 변경된 사실을 확인하고 연락처를 변경하였다. 그 것을 설계사에게 전달하여 주어서 설계사가 조치를 취하였으면 하는 점에서 보험자 측의 과실을 인정할 가능성이 존재한다. 즉 보험자는 설계사가 통화하는 과정에서 핸드폰 번호가 변경되었으나 그를 통하여 재차 부활절차를 알리거나 하는 노력은 기울이지 아니하였다. A사의 사안에 의하면 독일의 경우라면 보험금을 지급하지 않고 해지처리한 것이 타당하다고 할 수 있다. 그러나 우리나라 대법원이 과실 없이 주소 등을 탐지하지 못하였어야 한다는 기준을 적용하므로 이 경우는 보험자에게 과실이 있다고 하여 적법한 해지처리 등에 대항하지 않고 보험금을 지급하여야 한다고 해석하여야 한다. 장차 입법론적으로 도달의제의 명문 규정을 둔다 하더라도 대법원 판례의 입장을 반영하여 보험자가 주소를 확인하는 조치를 취하는 것을 전제로 하여야 할 것이다.Private insurance system compensates the social insurance system that is organized and operated by the government. It covers the losses from various economic risks. But there are many disputes between the insurer and the insured. One of them is the dispute out of non notice of the address change of the insured. In the most contract terms of the insurer, there is regulation that asks for the notice of the change of the address of the insured. It regards the non notice as a arrival of the declaration when the insurer send mail to the last known address. We can compare the legal situation between Korea and Germany. Germany has reformed its insurance contract law(VVG) in the year of 2007 severely. Germany has the regulation(§ 13 VVG) that regards the sending registered mail as arrived, when the insurance contractor did not notice the alteration of his address and the change of name. The Korean supreme court asks for a kind of address detection duty to the insurer. The German Civil Law Code(BGB)(§ 308, Nr. 6) and the Korean standard contract terms act(§ 12) have also such a regulation. But the German insurance contract law has special regulation in § 13 VVG. The Korean Commercial Code does not have such a special regulation. This difference leads to the minute difference in the interpretation of the dispute case. In the case of A company, the insurance contractor did not notice the real address of the insured. But the insured called the call center of the A company. In the discussion process, the consultant recognized the change of the hand phone number of the insured. But the counselor and the life planer in charge of the company did not take following-up measure. This means a kind of negligence of the A company. Therefore in such a case, the insurer should give insurance money to the insured. The absence of the detection efforts can be namely in that case accepted. The insurance contract was not namely effectively cancelled. The insurance company should effort to get real address of the insured with the greatest care in the future.detection of the address, being ineffective of the insurance contract, implementation urging, cancellation of the contract, duty to give notice, objective recognition, registered mail"
409,미국의 통상압력에 따른 국내 자동차산업파급효과: 보호무역주의 확대를 중심으로,최남석 /choi namsuk,2018,한국무역학회,"본 논문은 미국의 통상압력에 따른 국내 자동차산업의 수출손실 및 경제적 파급효과를 추정한다. 2010년∼2017년 사이 HS 6단위 관세 및 수출자료를 이용하여 미국의 관세변화에 따른 대미자동차수출 탄력성을 포아송 가성 최우추정기법을 적용하여 추정한다. 세 가지 통상압력 시나리오별로 대미 수출손실을 추정한 후 산업연관분석에 기반한 관세누적모형을 적용하여 국내 생산, 부가가치 및 고용에 미치는 영향을 추정한다. 분석결과 미국의 글로벌 관세율 25% 부과시 국내경제 파급효과는 2019년~2023년 사이 5년간 수출손실 최대 308억 달러, 일자리손실 약 30만개, 생산유발손실 88.0조원, 부가가치유발손실 24.0조원으로 추정되었다. 자동차관세의 양허철회시수출손실은 42.7억 달러, 일자리 손실은 4만 1천 7백여 명으로 추정되었다. 자동차부품에 대해 세이프가드 15% 관세율 적용시 3년간 대미 수출손실은 19.3억 달러, 일자리 손실은 1만 8천 7 백여 명에 이를 것으로 추정되었다.This paper estimates the export losses of the Korean domestic automobile industry due to US trade pressure and its economic ripple effects. Using the HS 6 digit tariff and export data from 2010 to 2017, this paper estimates the tariff elasticity of Korea's US automobile exports against a US tariff increase by applying the Poisson Pseudo maximum likelihood estimation method. After estimating Korea’s export losses to the US in three trade pressure scenarios, we estimate its impact on Korean domestic production, value-added and job creation by applying the tariff impact accumulation model based on the industry input-output analysis. Empirical results show that the impact of 25% global tariff by the US on the Korean domestic economy is estimated to result in $30.8 billion in export losses for the five years from 2019 to 2023, about 300 thousand job losses, ￦88.0 trillion in production inducement losses, and 24.0 trillion in value-added inducement losses. The impacts of withdrawal of the automobile tariff concession are estimated at $4.27 billion export losses and 41.7 thousand job losses. A 15% tariff rate on automobile parts for 3 years is estimated to result in $1.93 billion export losses and 18.7 thousand job losses.U.S. Trade Pressure, Tariff Elasticity, Automobile Exports, Trade Protectionism"
410,수출보험 공급에 영향을 미치는 요인에 대한 연구 - 한국무역보험공사의 사례를 중심으로 -,"김호일 /KIM, Ho-Ill",2018,한국무역보험학회,"본 연구는 Ksure의 수출보험 공급이 수출보험 손해율과 우리나라의 GDP성장률 및 수출증가율 등 거시경제 변수로부터 어떤 영향을 받는지를 살펴보았다. 수출보험 공급 함수의 종속변수를 단기수출보험 공급량으로, 설명변수를 보험 손해율, 우리나라 GDP성장률 및 수출증가율의 상호작용항 더미변수와 중력모형 변수들로 설정하고, 연도별 수입국별 패널자료를 합동OLS, 고정효과, 확률효과 모형으로 분석하였다.
연구결과, 공적 수출보험기관인 Ksure는 민간 수출보험기관과 달리 손실충격이 있는 경우에 보험공급을 거의 축소하지 않은 반면, 우리나라의 GDP성장률과 수출증가율이 동시에 하락하는 경제위기 또는 경기위축 시기에는 보험공급을 증가시켰다.
결론적으로 Ksure는 민간 수출보험기관과 다른 수출보험 공급 조절정책을 가지고 있는 것을 알 수 있다. 민간 기관은 손실이 증가하면 보험공급을 축소하여 금융위기 시에 시장실패를 초래하는 경향이 있으나, Ksure는 경제위기시에 보험 공급을 확대하고 있어 시장실패 보완 기능을 수행하는 것으로 나타났다.This paper mainly studies the influence of Ksure’ losses and Korea’s economic recession on the availability of Ksure’s Short-term Export Credit Insurance. To attempt to verify the effects, I establish the Insurance Supply Equation having 3 kinds of explaining variables(the loss ratio, the interaction term of GDP growth rate and export growth rate of Korea, and the variables of the Gravity Model), and adopt Pooled-OLS, Fixed Effects and Random Effects methods.
The empirical results show that the loss ratio gives a negative effect to the availabilities of the insurance but the effects are very weak and the interaction term gives a positively strong effect to the availability, also significantly. They mean that Ksure has much different insurance supply policies from those of private export credit insurance companies. While the private companies immediately reduce the insurance supplies when faced the losses and tend to incur the market failure, Ksure absorbs the loss shock of the export market and even expands the supplies during the economic crisis or recession. Ksure has played its essential roles such as gap-filling functions as the official export credit agency of Korea.Ksure, Trade Credit Insurance, Short-term Export Credit Insurance, Loss ratio, Official Export Credit Agency"
