,제목,저자,출판일,기관,초록
623,디지털기기와 디지털서비스의 컨버전스 수준 평가에 따른 컨버전스 세대의 탐색적 고찰,김연정 /Yeon Jeong Kim,2011,한국디지털정책학회,"본 연구의 목적은 인구통계학적 특성에 따른 디지털컨버전스 수준을 분석하며, 디지털기기와 디지털서비스의 사용빈도에 다른 컨버전스 수준을 분석하고자 한다. 연구방법으로는 FGI, 전문가 자문그룹과 인터뷰와 설문분석을 수행하였다. 연구결과, 30대, 대학원이상의 고등교육을 받은 사람들이 디지털컨버전스 기기와 서비스에 적극적으로 참여하였으며, 소비자들이 사용하는 컨버전스 기기 중 컨버전스 수준이 높은 기기는 스마트폰, 타블렛 PC, 넷북의 순서로 높이 나타났으며, 컨버전스 서비스에서는 SNS, 트위터, UCC, 포탈 메시지, 앱스토아, e-Book 웹하드의 순서로 나타났다. 컨버전스 세대들은 스마트폰을 활용한 앱스토아, 무선 게임을 즐기며, 페이스북/싸이월드, 트위터, 포탈과 인터넷 커뮤니티 서비스에 많이 참여하고 있는 것으로 나타났다.The purpose of this study are as follows. First, to analyze digital convergence level of convergence generation to demographic variables. Second, the convergence level to digital device and using frequency to digital service. Third, the convergence level to digital service and using frequency to digital service. The research methods FGI, the interview with IT expert group and survey. The results of research are as follows. First, 30 aging, expert group, higher education group over graduate school are actively using and participated. Second, high level of convergence device are smart-phone, tablet PC, net-book are in order. high level of convergence service are SNS service, twitter, UCC, portal messenger and app store, e-Book, web hard are in order. Third, The convergence generation enjoying app-store of smartphone, wireless game and more participating facebook/cyworld twitter, Portal, internet community.Digital Convergence, Device and Service, Net Generation, Convergence Generation"
624,디지털미디어의 탈물질화에 기반한 감각의 확장에 관한 고찰 (디지털카메라의 Raw 데이터를 중심으로),정규형 /Kuehyung Chung,2013,한국디지털정책학회,"우리는 현재 디지털이라는 테크놀로지를 앞세운 디지털미디어시대를 살아가고 있다. 디지털 테크놀로지의 ‘탈물질성’을 바탕으로 미디어에 기반하는 인간의 감각은 그 어느 때 보다도 강력하게 확장되어 있고, 그 영향력은 모든 분야에 예외가 없다. 아날로그 사진의 출현 이후 미디어의 존재가 심각하게 회화의 정체성과 가치에 의문을 던졌지만, 디지털 사진의 출현은 그보다 더 본질적인 새로운 패러다임과 가치 창조의 바람을 일으키고 있다. 화학적 프로세스를 거치는 과거 아날로그 사진과는 다르게 디지털 사진의 실체는 0과 1로 대변되는 디지털 프로세스를 거치게 된다. 이는 원본의 손실 없는, 오히려 후보정을 통해 원본을 뛰어넘는 복사본을 창조 가능하게 함으로써 원본이라는 전통적 가치를 소멸시켜 버렸다. 이처럼 디지털 사진이미지는 아날로그 사진과는 본질적으로 다른 구조와 속성을 지니고 있기 때문에, 아날로그 사진과는 차별되는 미학과 존재가치를 지니고 있으며, 이에 따른 감각의 확장 역시 유래 없는 가능성을 보여주고 있다.Currently, we are living in the era of digital media that puts the technologies in front which is called digital. Based on the characteristic of ‘de-materialistic', human senses have been extended more than ever and there is no exception on those influences. Even though the existence of media seriously brought the identity and value of the painting into a question after the emergence of analog photos, advent of digital photos are raising the wind of new paradigms and values creation more seriously than ever. Unlike analog photos of the past which go through chemical process, true nature of digital photo goes through the digital process which is represented by 0 and 1. This didn’t bring the loss of the original, but rather brought the creation of the copy which excels the original through retouching and consequently, destroyed the traditional value which is referred as an original. Like this, digital photo image has aesthetics and value of existence which is differentiated from analog photo because it has essentially different structures and characteristics with analog photo.Digital, Dematerialization, Raw, Sense, Media"
625,디지털 사이니지의 특성에 따른 영상콘텐츠의 변화 - 버스와 지하철 내 디지털 사이니지를 중심으로,"공수경 /Kong, Soo-Kyung",2015,한국디지털콘텐츠학회,"기존의 사인, 표지판, 게시판의 디지털화로 나타난 형태를 우리는 디지털 사이니지라고 한다. 디지털 사이니지가 기존의 사인과 가장 다른 점은 기존의 사인은 콘텐츠 변경에 있어 한 번 설치되고 내용이 바뀔 때마다 제거, 다시 설치되는 물리적인 과정을 거쳤다면, 디지털 사이니지는 한번의 설치로 다양한 콘텐츠를 유연하게 출력할 수 있다는 점이다. 그리고 디자인과 움직임이 화려한 멀티미디어 콘텐츠를 담을 수 있게 되었다. 이렇듯 디지털 사이니지는 단순히 미디어의 기능 및 기술적 차원의 변화만이 아니라 콘텐츠의 변화, 표현 양식의 변화, 수용 방식의 변화 그리고 사회적, 정서적 변화를 가져왔다고 할 수 있다. 기존 사인에서 디지털 사이니지로 전환하려는 시대적 필연성에 맞춰 이를 위하여 본격적인 연구와 분석이 필요하다.
디지털 사이니지는 시간과 장소에 영향을 많이 받는 매체로, 장소와 시간에 맞는 맞춤형 콘텐츠의 제공해야만 그 역할을 잘 활용할 수 있다. 본 논문에서는 버스와 지하철 내의 디지털 사이니지의 콘텐츠로 범위를 정하였다. 대중교통이라고 하는 특성을 파악하고 시간과 장소가 함께 기획된 콘텐츠가 필요하다. 이러한 디지털 사이니지에 맞는 전용 콘텐츠의 개발은 장소, 시간과의 조화를 이루고, 수용자에게는 다양한 경험을 제공하고 소통이 가능한 차별화된 디지털 사이니지만의 영역이 발전하게 될 것이며, 나아가 새로운 미디어로써 재미와 아트가 접목된 스마트한 사이니지로의 발전을 기대해 볼 수 있다.TV display which existed only in house started to show up out of house around us and now it found naturally its place in everywhere like street, bus, subway and elevator. It is called digital signage which showed up through digitalization of sign, that is, sign board and bulletin board.
The distinction of digital sign from existing signs is that the latter one should go through physical process like removal after installation every time its contents are changed but the former one can produce its various outputs flexibly once it is installed. Also existing sign may be static image or 2 or 3 pieces of image to express simple motion while digital sign can contain multi media contents luxurious in design and motion.
This paper confined the range of contents in digital signage in bus and subway. It needs to analyze characteristics of mass transportation- people of use, consumer by place and time, accommodation environment for consumer etc and arrange planned contents along with time and place.
Developments of dedicated contents suitable to those digital signages will harmonize with place and time and promote the realm of digital signage which provides variety of experience to consumer and with which communication is possible and which is distinctive. Furthermore we may expect the birth of smart signage as a new media, in which fun and art are combined.Network, Digital Signage, Interaction, Place, Public Transportation, Time"
626,디지털 시민성 함양을 위한 디지털교과서 활용 방안,"박상훈 /Park, Sanghoon",2020,한국디지털정책학회,"본 연구의 목적은 초·중등학생들의 디지털 시민성 함양을 위한 디지털교과서 활용 방안을 제시하는 데 있다. 이를 위해 디지털 시민성 관련 국내외 연구결과를 고찰하여 디지털 시민성의 정의 및 구성 요소를 분석하였고, 분석 내용을 토대로 현장 교사, 교육전문가, 정부 기관이 참여하는 협의체를 구성하여 초·중등학생들을 위한 디지털 시민성의 구성 요소, 역량 모델, 디지털교과서를 활용한 수업 방법을 제시하였다. 그 결과, ‘디지털 리터러시’, ‘디지털 의사소통’, ‘디지털 윤리’, ‘디지털 책임감’, ‘디지털 창의성 및 협력’ 5가지 구성 요소를 도출하였고, 학교 현장 적용을 위해 'Triangle competency model'을 구안하였으며, 도출한 디지털 시민성 요소별 디지털교과서 활용 방안을 제시하였다. 본 연구는 초·중등학생들의 디지털 시민성 함양을 위한 구체적인 방법과 내용을 제시하였다는 것에 그 의의가 있다.The purpose of this study is to suggest how to use digital textbooks to cultivate digital citizenship of elementary and secondary students. We analyzed domestic and international research on digital citizenship and analyzed the definition and elements of digital citizenship. Based on the analysis, we formed a council where field teachers, education experts, and government agencies participated. This study devised the elements and competence models of digital citizenship for elementary and secondary school students, and suggested teaching methods using digital textbooks. As a result, we derived five elements of 'Digital Literacy', 'Digital Communication', 'Digital Ethics', 'Digital Responsibility', and 'Digital Creativity & Collaboration', and devised a 'Triangle competency model' for the school site application.Digital citizenship, elements of digital citizenship, model of digital citizenship, digital textbook"
627,디지털 격차가 노인의 디지털 일상생활에 미치는 영향 분석,허성호 /Sungho Hu,2020,한국디지털정책학회,"본 연구는 디지털 격차가 노인의 디지털 일상생활에 미치는 영향력을 분석하는 것이다. 60세이상의 노년층을 대상으로 디지털 격차에 대한 적응경향성을 측정하여 집단으로 구분하였고, 디지털 의사소통 기술, 디지털 자신감, 디지털 자기통제감, 디지털 생활만족을 측정하였다. 연구모형은 교차설계 모형과 이중매개모형을 적용하였다. 연구결과, 첫째, 디지털 격차에 대한 적응 접근성이 높은 집단이 전반적인 디지털 일상생활에 긍정적인 영향을 미치는 것으로 나타났다. 둘째, 디지털 격차에 대한 적응 활동성이 높은 집단이 디지털 자기통제감에 긍정적인 영향을 미치는 것으로 나타났다. 셋째, 디지털 의사소통 기술이 디지털 생활만족에 긍정적인 영향을 미치며, 디지털 자신감과 디지털 자기통제감은 매개역할을 하는 것으로 나타났다. 이러한 연구결과를 토대로 노년층의 디지털 격차에 대한 극복 전략에 대해 논의하였다.This study is to analyze the influence of the digital divide on the digital daily life of the elderly. Adaptation tendencies for digital divide were measured and classified into groups for elderly people over 60 years old. And digital communication skills, digital confidence, digital self-control, and digital life satisfaction were measured. The research model used a cross over design model and a dual mediation model. As a result of the study, first, it was found that a group with high adaptive accessibility to the digital divide had a positive effect on the overall digital daily life. Second, a group with high adaptive literacy to the digital divide had a positive effect on the digital self-control. Third, digital communication skill has a positive effect on digital life satisfaction, and digital confidence and digital self-control play a mediating role. Based on these findings, we discussed strategies to overcome the digital divide in old age.Digital divide, Digital communication skill, Digital confidence, Digital self-control, Digital life satisfaction"
628,디지털 포렌식 사설 업체에 위탁된 데이터 보호 방안에 관한 연구 (디지털 포렌식 랩(시설)이 구비해야 할 요건 제시),남기욱 /Ki-Uk Nam,2021,한국디지털포렌식학회,"최근 대부분의 사건에서 디지털 기기가 분석되고 있고 법정에서 증거로 활용되고 있다. 그로 인해 디지털 포렌식 수요가 증가하였고 민간 사설 업체를 찾는 수요도 늘어나고 있다. 이 과정에서 의뢰자는 개인의 디지털 장비(PC 또는 휴대폰 등)를 위탁하게 되며 개인의 민감정보나 고유식별정보 또한 넘겨지게 된다. 분석과정에서 개인정보의 노출은 불가피하며 그로 인해 필연적으로 개인정보 침해나 유출 가능성이 높아진다.
한편 디지털 포렌식 사설 업체에 대한 관리ㆍ감독의 의무는 존재하지 않는다. 따라서 위탁된 데이터는 오로지 사설 업체 분석 담당자의 ‘윤리의식’에 맡겨지게 되며, 보호 또는 규제수단이 존재하지 않아 개인정보 유출의 위험성이 매우 높다.
데이터 3법 개정과 더불어 개인정보보호 필요성이 높아지는 가운데 디지털 포렌식 사설 업체에 대한 적절한 규제가 필요한 바 단기적 측면에서 개인정보보호위원회의 역할을 기반으로 데이터를 파기 단계까지 관리할 수 있는 시스템[블록체인 또는 클라우드 기반의 위탁 데이터 이력관리 시스템]을 제시하고, 법적 제도적 측면까지 고려한 대안을 제시한다.
또한, 장기적 측면에서 실험실(Laboratory)의 운영과 관련된 업무절차 및 관리체계에 대한 국제표준 ISO 17025와 국제형사기구(INTERPOL)의 국제 디지털 포렌식 랩 표준 가이드라인, 그리고 저자가 제안하는 위탁 데이터 이력관리 시스템을 조합한 안을 제시한다. 이는 소규모 연구시설 또는 사설업체 등에 개인정보보호를 위한 균형적 대안이자 관련 연구의 시발점이 될 것이라 생각한다.Digital evidence often plays an important role when demonstrating or accused of a crime. As it is used as an evidence in court, the demand for it has increased, which has led to an increase of private forensic companies.
In this process, the client entrusts digital devices such as personal computers or mobile phones, and the sensitive and identification information of the individual will be handed over. The disclosure of personal information during the analysis process is inevitable, which increases the possibility of personal information infringement.
Meanwhile, there is no obligation to supervise the management of such private companies, and only the personal information is left in the “ethical awareness” of the company analyst. There is no protection or regulation.
Along with the revision of the Data 3 Act and the need to protect personal information, as proper regulation of digital forensics private companies is required, I suggest a system that can manage data to the stage of destruction based on the role of the Personal Information Protection Committee (Blockchain or Crowd-based consigned data history management system) in the short term and an alternative that takes legal and policy aspects into account.
Also, from a long-term perspective, a combination of International Standard ISO 17025 and INTERPOL's International Digital Forensics Lab Standards Guidelines and the author's proposed system is presented. I wish that this will be a balanced alternative to protecting personal information for small research facilities or private companies.Digital Forensics, Private forensic business, Personal Information Protection, Regal regulation, Requirements for Forensic Lab"
629,한국형 디지털 증거분석 표준화 : 경찰청 디지털 증거처리 표준가이드라인 및 증거분석 전문매뉴얼의 고찰,변정수 /Jung Soo Byun,2007,한국디지털포렌식학회,"디지털 포렌식의 주목적은 디지털증거의 추출과 제출시 법정 유효성을 확보하는 것이며, 이러한 목적에 부합한 증거분석 결과를 확보하기 위해서는 표준화와 절차를 준수해야 한다. 본 논문은 포렌식의 증거분석 표준화 및 절차의 중요성을 강조하며, 두 개의 분야인 법적인 표준과 기술적 절차가 각 수사기관 간 디지털 증거의 교환을 위해서 상호보완적이어야 함을 보여주고 있다. 또한 최근 발표된 경찰청 디지털 증거처리 표준가이드라인과 디지털증거 분석 전문매뉴얼을 소개하고 아울러 미국 NIST의 컴퓨터 침해사고대응팀의 가이드라인, 미국 법무성의 표준절차, 미국 공군의 프로세스 모델과의 상호 비교분석 결과를 통하여 경찰청의 표준 및 절차는 국제적 기준을 준수하고 있음을 보여주고 있다.The role played by forensic science in a criminal investigation is the extraction and presentation of evidence in a suitable way for the courts of law. To this effect, procedures and protocols are needed to support the results of a forensic examination. This paper is a call for standardizations and protocols for the computer forensics field. And computer forensic protocols and procedures should be coherent with legal and technical standards, in order to allow the exchange of digital evidence among different jurisdictions in a way that evidence is guaranteed to be reliable and defensible. Moreover In comparison with Computer Emergency Response Team's guideline of NIST, Electronic Crime Scene Investigation guide of DOJ and process model of US Air Force, We analyzed study result that Korean's standardization of forensic procedure published in October 2006 comply with international common criteria.."
630,디지털 기반 게임 유저 인터페이스의 사용성에 관한 분석적 연구 - PES6을 중심으로 -,"최인환 /Choi, In-Hwan",2007,한국디지털디자인학회,")세기에 전개되는 디지털기반 게임은 이제는 단순한 오21락이 아닌 그 사회의 중요한 예술 문화 산업으로 취급 받을 정도로 변모되고 있다 디지털 게임은 또한 그 특성상.미래 지향적인 정보 조작 방법이 실험되는 매체로도 볼수 있다 본 연구는 이러한 상황에 기반을 두고 물리적으.로 제한된 게임 조작 버튼과 넓고 깊은 구조를 가지고 있는 게임 구성 정보 사이에서 벌어질 수 있는 인터페이스상의 문제를 발견하고 이의 적절한 해결책 제시 방법의모색을 그 목적으로 연구를 진행하였다 이러한 목적을.가진 본 논문의 내용은 다음과 같다 첫 번째 먼저 연구. ,대상으로서 적합한 게임이 선정되며 이어서 그 게임의 전반적인 유저 인터페이스에 관한 개괄적인 분석이 수행된다 두 번째 그 게임의 인터페이스 관련 오류 발생 가능. ,성이 높은 부분이 파악 될 것이며 그 오류의 분석을 위하여 적절한 휴리스틱 가이드라인이 설정되고 이에 기초한분석이 수행된다 마지막 세 번째로 그 결과가 정리되고.적절한 해결책이 제시된다.The 21st Century's digital based game is beingchanged from a merely simple entertainment o animportant art and cultural industry of a country.It is possible to deal with the digital based gameas a futuristic experimental information controlmedia because of the game's characteristics.Starting with such conditions, this tudy inquiresinto finding interface problems between limitedgame control butons and ep and wide gameinformation to suggest proper setings.With these purposes, this study's contents are asfollows.First, a proper game is elected for the study andthe general analysis of user interface of the gameis caried out.Second, the game's weak points in the interfaceangle are grasped and the adequate heuristicguideline is elected for the major examination.Finaly, the results are arranged and the pertinentsolution is sugested.(Keyword)디지털 게임 유저인터페이스 사용성 평가, ,"
631,디지털 증거의 무결성 : 모든 디지털 증거의 무결성을 입증할 수 있는가?,서기민,2010,한국디지털포렌식학회,"최근 발생하는 범죄에서 디지털 증거가 범죄의 입증에 아주 중요한 역할을 하고 있는데, 이로 인해 디지털 증거의 무결성 보장에 관한 관심이 커지고 있다. 디지털 증거의 경우 기존의 물리적 증거와 구별되는 특징 때문에 이를 증거로 활용하기 위해선 무결성 요건을 반드시 갖춰야 한다. 그러나 디지털 증거를 압수하고 분석하는 과정에서 디지털 기기의 특성상 무결성 보장이 쉽지 않은 경우가 발생하고 있다. 이에 본 논문에서는 수사과정 시 직면하게 되는 디지털 증거에 대해 무결성 보장 원칙에 위배될 수 있는 경우를 살펴보고 이를 분석하였다.The recent cases involving digital evidence are increasing, so the importance of ensuring the integrity of digital evidence is growing. The digital evidence has distinguishing features with physical evidences. If the evidence be used as evidence in the court, it necessarily should have integrity requirements. Because of the nature of digital equipment, in the process seizing and analyzing of digital evidence, to ensure integrity is not easy. In this paper we classified the case that faced during the investigation process for ensuring the integrity of digital evidence can be contrary to the principles.Digital Forensics, Digital Evidence, Integrity"
632,디지털 방송 전환의 효율적 추진 방안에 대한 연구: 영국의 지상파 디지털 전환 사례를 중심으로,"주재원 /Joo, Jaewon",2011,한국디지털정책학회,"본 연구는 디지털 방송 전환에 있어 가장 성공적인 사례 중 하나로 평가받는 영국의 Digital Switchover 과정을 분석하고, 이를 통해 향후 한국의 디지털 전환에 적용할만한 효율적 추진 방안을 검토해보고자 함에 그 목적이 있다. 분석 결과 영국의 디지털 전환 사례는 체계적인 정부 정책과 관련 기관의 상호협력, 그리고 공공서비스방송의 역할에서 강점을 나타냈으며, 이를 토대로 구체적인 대국민 홍보와 지역별 순차적 전환의 효율성, 그리고 사회 계층 간 격차 해소를 위한 구체적인 지원책의 필요성 등의 시사점을 발견할 수 있다. 결론적으로 디지털 전환은 정부의 정책과 방송사의 기술적 준비만으로 이루어지는 것이 아니라 국민들의 자발적인 참여가 수반될 때 비로소 완성되는 것임을 정부와 방송 관계자들이 인식하고 국민들과의 커뮤니케이션에 집중해야 한다.This study aims to analyse the process of digital switchover in the UK, which is regarded as one of the most successful cases in the world, and to examine efficient plans for the future digital switchover project in Korea through the UK’s case. The digital switchover in the UK shows with no doubt the significance of integrated government policies, collaboration between relevant governmental organisations, and the public service broadcaster. Along with this, active and detailed Public Relations (PR) should take place, helping the citizens realise the efficiency of the phased switchover region by region and the measures to resolve the gaps between all social brackets. To sum up, the successful digital transfer is not only achieved by governmental policy and technological preparation from broadcasters, but also by voluntary citizen participation. Government officers and broadcast executives need to realise this and should focus on communicating with citizens.Terrestrial television, Digital switchover, Media policy, Publicity, Digital UK"
633,디지털기기와 디지털서비스의 컨버전스 수준 평가에 따른 컨버전스 세대의 탐색적 고찰,김연정 /Yeon Jeong Kim,2011,한국디지털정책학회,"본 연구의 목적은 인구통계학적 특성에 따른 디지털컨버전스 수준을 분석하며, 디지털기기와 디지털서비스의 사용빈도에 다른 컨버전스 수준을 분석하고자 한다. 연구방법으로는 FGI, 전문가 자문그룹과 인터뷰와 설문분석을 수행하였다. 연구결과, 30대, 대학원이상의 고등교육을 받은 사람들이 디지털컨버전스 기기와 서비스에 적극적으로 참여하였으며, 소비자들이 사용하는 컨버전스 기기 중 컨버전스 수준이 높은 기기는 스마트폰, 타블렛 PC, 넷북의 순서로 높이 나타났으며, 컨버전스 서비스에서는 SNS, 트위터, UCC, 포탈 메시지, 앱스토아, e-Book 웹하드의 순서로 나타났다. 컨버전스 세대들은 스마트폰을 활용한 앱스토아, 무선 게임을 즐기며, 페이스북/싸이월드, 트위터, 포탈과 인터넷 커뮤니티 서비스에 많이 참여하고 있는 것으로 나타났다.The purpose of this study are as follows. First, to analyze digital convergence level of convergence generation to demographic variables. Second, the convergence level to digital device and using frequency to digital service. Third, the convergence level to digital service and using frequency to digital service. The research methods FGI, the interview with IT expert group and survey. The results of research are as follows. First, 30 aging, expert group, higher education group over graduate school are actively using and participated. Second, high level of convergence device are smart-phone, tablet PC, net-book are in order. high level of convergence service are SNS service, twitter, UCC, portal messenger and app store, e-Book, web hard are in order. Third, The convergence generation enjoying app-store of smartphone, wireless game and more participating facebook/cyworld twitter, Portal, internet community.Digital Convergence, Device and Service, Net Generation, Convergence Generation"
634,디지털미디어의 탈물질화에 기반한 감각의 확장에 관한 고찰 (디지털카메라의 Raw 데이터를 중심으로),정규형 /Kuehyung Chung,2013,한국디지털정책학회,"우리는 현재 디지털이라는 테크놀로지를 앞세운 디지털미디어시대를 살아가고 있다. 디지털 테크놀로지의 ‘탈물질성’을 바탕으로 미디어에 기반하는 인간의 감각은 그 어느 때 보다도 강력하게 확장되어 있고, 그 영향력은 모든 분야에 예외가 없다. 아날로그 사진의 출현 이후 미디어의 존재가 심각하게 회화의 정체성과 가치에 의문을 던졌지만, 디지털 사진의 출현은 그보다 더 본질적인 새로운 패러다임과 가치 창조의 바람을 일으키고 있다. 화학적 프로세스를 거치는 과거 아날로그 사진과는 다르게 디지털 사진의 실체는 0과 1로 대변되는 디지털 프로세스를 거치게 된다. 이는 원본의 손실 없는, 오히려 후보정을 통해 원본을 뛰어넘는 복사본을 창조 가능하게 함으로써 원본이라는 전통적 가치를 소멸시켜 버렸다. 이처럼 디지털 사진이미지는 아날로그 사진과는 본질적으로 다른 구조와 속성을 지니고 있기 때문에, 아날로그 사진과는 차별되는 미학과 존재가치를 지니고 있으며, 이에 따른 감각의 확장 역시 유래 없는 가능성을 보여주고 있다.Currently, we are living in the era of digital media that puts the technologies in front which is called digital. Based on the characteristic of ‘de-materialistic', human senses have been extended more than ever and there is no exception on those influences. Even though the existence of media seriously brought the identity and value of the painting into a question after the emergence of analog photos, advent of digital photos are raising the wind of new paradigms and values creation more seriously than ever. Unlike analog photos of the past which go through chemical process, true nature of digital photo goes through the digital process which is represented by 0 and 1. This didn’t bring the loss of the original, but rather brought the creation of the copy which excels the original through retouching and consequently, destroyed the traditional value which is referred as an original. Like this, digital photo image has aesthetics and value of existence which is differentiated from analog photo because it has essentially different structures and characteristics with analog photo.Digital, Dematerialization, Raw, Sense, Media"
635,디지털 사이니지의 특성에 따른 영상콘텐츠의 변화 - 버스와 지하철 내 디지털 사이니지를 중심으로,"공수경 /Kong, Soo-Kyung",2015,한국디지털콘텐츠학회,"기존의 사인, 표지판, 게시판의 디지털화로 나타난 형태를 우리는 디지털 사이니지라고 한다. 디지털 사이니지가 기존의 사인과 가장 다른 점은 기존의 사인은 콘텐츠 변경에 있어 한 번 설치되고 내용이 바뀔 때마다 제거, 다시 설치되는 물리적인 과정을 거쳤다면, 디지털 사이니지는 한번의 설치로 다양한 콘텐츠를 유연하게 출력할 수 있다는 점이다. 그리고 디자인과 움직임이 화려한 멀티미디어 콘텐츠를 담을 수 있게 되었다. 이렇듯 디지털 사이니지는 단순히 미디어의 기능 및 기술적 차원의 변화만이 아니라 콘텐츠의 변화, 표현 양식의 변화, 수용 방식의 변화 그리고 사회적, 정서적 변화를 가져왔다고 할 수 있다. 기존 사인에서 디지털 사이니지로 전환하려는 시대적 필연성에 맞춰 이를 위하여 본격적인 연구와 분석이 필요하다.
디지털 사이니지는 시간과 장소에 영향을 많이 받는 매체로, 장소와 시간에 맞는 맞춤형 콘텐츠의 제공해야만 그 역할을 잘 활용할 수 있다. 본 논문에서는 버스와 지하철 내의 디지털 사이니지의 콘텐츠로 범위를 정하였다. 대중교통이라고 하는 특성을 파악하고 시간과 장소가 함께 기획된 콘텐츠가 필요하다. 이러한 디지털 사이니지에 맞는 전용 콘텐츠의 개발은 장소, 시간과의 조화를 이루고, 수용자에게는 다양한 경험을 제공하고 소통이 가능한 차별화된 디지털 사이니지만의 영역이 발전하게 될 것이며, 나아가 새로운 미디어로써 재미와 아트가 접목된 스마트한 사이니지로의 발전을 기대해 볼 수 있다.TV display which existed only in house started to show up out of house around us and now it found naturally its place in everywhere like street, bus, subway and elevator. It is called digital signage which showed up through digitalization of sign, that is, sign board and bulletin board.
The distinction of digital sign from existing signs is that the latter one should go through physical process like removal after installation every time its contents are changed but the former one can produce its various outputs flexibly once it is installed. Also existing sign may be static image or 2 or 3 pieces of image to express simple motion while digital sign can contain multi media contents luxurious in design and motion.
This paper confined the range of contents in digital signage in bus and subway. It needs to analyze characteristics of mass transportation- people of use, consumer by place and time, accommodation environment for consumer etc and arrange planned contents along with time and place.
Developments of dedicated contents suitable to those digital signages will harmonize with place and time and promote the realm of digital signage which provides variety of experience to consumer and with which communication is possible and which is distinctive. Furthermore we may expect the birth of smart signage as a new media, in which fun and art are combined.Network, Digital Signage, Interaction, Place, Public Transportation, Time"
636,디지털 시민성 함양을 위한 디지털교과서 활용 방안,"박상훈 /Park, Sanghoon",2020,한국디지털정책학회,"본 연구의 목적은 초·중등학생들의 디지털 시민성 함양을 위한 디지털교과서 활용 방안을 제시하는 데 있다. 이를 위해 디지털 시민성 관련 국내외 연구결과를 고찰하여 디지털 시민성의 정의 및 구성 요소를 분석하였고, 분석 내용을 토대로 현장 교사, 교육전문가, 정부 기관이 참여하는 협의체를 구성하여 초·중등학생들을 위한 디지털 시민성의 구성 요소, 역량 모델, 디지털교과서를 활용한 수업 방법을 제시하였다. 그 결과, ‘디지털 리터러시’, ‘디지털 의사소통’, ‘디지털 윤리’, ‘디지털 책임감’, ‘디지털 창의성 및 협력’ 5가지 구성 요소를 도출하였고, 학교 현장 적용을 위해 'Triangle competency model'을 구안하였으며, 도출한 디지털 시민성 요소별 디지털교과서 활용 방안을 제시하였다. 본 연구는 초·중등학생들의 디지털 시민성 함양을 위한 구체적인 방법과 내용을 제시하였다는 것에 그 의의가 있다.The purpose of this study is to suggest how to use digital textbooks to cultivate digital citizenship of elementary and secondary students. We analyzed domestic and international research on digital citizenship and analyzed the definition and elements of digital citizenship. Based on the analysis, we formed a council where field teachers, education experts, and government agencies participated. This study devised the elements and competence models of digital citizenship for elementary and secondary school students, and suggested teaching methods using digital textbooks. As a result, we derived five elements of 'Digital Literacy', 'Digital Communication', 'Digital Ethics', 'Digital Responsibility', and 'Digital Creativity & Collaboration', and devised a 'Triangle competency model' for the school site application.Digital citizenship, elements of digital citizenship, model of digital citizenship, digital textbook"
637,디지털 격차가 노인의 디지털 일상생활에 미치는 영향 분석,허성호 /Sungho Hu,2020,한국디지털정책학회,"본 연구는 디지털 격차가 노인의 디지털 일상생활에 미치는 영향력을 분석하는 것이다. 60세이상의 노년층을 대상으로 디지털 격차에 대한 적응경향성을 측정하여 집단으로 구분하였고, 디지털 의사소통 기술, 디지털 자신감, 디지털 자기통제감, 디지털 생활만족을 측정하였다. 연구모형은 교차설계 모형과 이중매개모형을 적용하였다. 연구결과, 첫째, 디지털 격차에 대한 적응 접근성이 높은 집단이 전반적인 디지털 일상생활에 긍정적인 영향을 미치는 것으로 나타났다. 둘째, 디지털 격차에 대한 적응 활동성이 높은 집단이 디지털 자기통제감에 긍정적인 영향을 미치는 것으로 나타났다. 셋째, 디지털 의사소통 기술이 디지털 생활만족에 긍정적인 영향을 미치며, 디지털 자신감과 디지털 자기통제감은 매개역할을 하는 것으로 나타났다. 이러한 연구결과를 토대로 노년층의 디지털 격차에 대한 극복 전략에 대해 논의하였다.This study is to analyze the influence of the digital divide on the digital daily life of the elderly. Adaptation tendencies for digital divide were measured and classified into groups for elderly people over 60 years old. And digital communication skills, digital confidence, digital self-control, and digital life satisfaction were measured. The research model used a cross over design model and a dual mediation model. As a result of the study, first, it was found that a group with high adaptive accessibility to the digital divide had a positive effect on the overall digital daily life. Second, a group with high adaptive literacy to the digital divide had a positive effect on the digital self-control. Third, digital communication skill has a positive effect on digital life satisfaction, and digital confidence and digital self-control play a mediating role. Based on these findings, we discussed strategies to overcome the digital divide in old age.Digital divide, Digital communication skill, Digital confidence, Digital self-control, Digital life satisfaction"
