,제목,가격,리뷰수,리뷰평점,평점비율
232,*mazon Basics Plush Dog Pet Bed Pad,$22.99,"16,467",4.5,"['73%', '15%', '7%', '3%', '3%']"
233,"*at Water Fountain Filters,10 Pack Replacement Filter Fit for Top Square 84oz/2.5L Cat Pet Fountain, 3 Filtration System with 5 Pre-Filter Sponges 1 Cleaning Brush",$15.99,38,4.8,"['87%', '9%', '4%', '0%', '0%']"
234,"*achael Ray Nutrish Dry Dog Food, Chicken & Veggies Recipe (Packaging May Vary)",Out of Stock,"14,207",4.7,"['81%', '11%', '4%', '1%', '3%']"
235,*yper Pet Bumpy Palz Squeaking Dog Toys,Out of Stock,115,4.6,"['82%', '8%', '5%', '3%', '3%']"
236,*og Comb for Removes Tangles and Knots - Cat Comb for Removing Matted Fur - Grooming Tool with Stainless Steel Teeth and Ergonomic Grip Handle - Pet Hair Comb for Home Grooming Kit - Ebook Guide,$10.99,"4,322",4.7,"['82%', '12%', '3%', '1%', '1%']"
237,"*et Parents Washable Dog Diapers (3pack) of Durable Doggie Diapers, Premium Female Dog Diapers",$18.98,"8,595",4.5,"['74%', '14%', '7%', '2%', '3%']"
238,"*ETLESO Dog Door Screen, Doggie Door for Sliding Door Dog Screen Door for Dogs Cats",$40.99,"1,267",4.6,"['75%', '16%', '5%', '2%', '2%']"
239,"*oover MAXLife Pro Pet Swivel Bagless Upright Vacuum Cleaner, HEPA Media Filtration, For Carpet and Hard Floor, UH74220PC, Black",$199.99,"5,819",4.4,"['70%', '15%', '5%', '2%', '7%']"
240,*ETRIP Cat Carrier Cat Backpack Carrier for Large Cats 22 lbs Dog Backpack Carrier Dog Travel Bag Pet Backpack Carrier for Medium Small Cat Dogs Carrier for Hiking Airline Approved Pet Carrier,$48.98,948,4.7,"['82%', '12%', '3%', '1%', '2%']"
241,"*he Incredibly Dead Pets of Rex Dexter (The Incredibly Dead Pets of Rex Dexter, 1)",$9.99,76,4.7,"['84%', '6%', '4%', '3%', '2%']"
242,"*umenPro Pet Eye Drops - Promotes Vision Clarity in Animals with Cataracts - Advanced Vision Support with Lanosterol & Antioxidants - Cataract Eye Drops for Dog, Cat, Horse, Rabbits",$79.89,1,5,"['100%', '0%', '0%', '0%', '0%']"
243,"*ogue Pet Science | Origins 5-in-1 Dog Powdered Supplement | Includes Vitamins, Minerals, Fish Oils and More to Support Canine Hips, Joints, Skin & Coat, Allergies, and Gut Health",Out of Stock,977,4.5,"['77%', '11%', '6%', '2%', '4%']"
244,"*rotective Case Compatible for Apple AirTag, GPS Tracking Dog Cat Collar Accessories Pet Loop Holder, Silicone Protective Case Lightweight Soft Anti-Scratch Anti-Lost(Pink 1Pack)",$6.99,36,4.3,"['71%', '12%', '4%', '4%', '9%']"
245,"*LEGX Pet Rolling Carrier with Detachable Wheels Travel Rolling Carrier for Small & Medium Dogs/Cats up to 33 Pounds, Collapsible and Breathable",Out of Stock,20,4.4,"['76%', '0%', '17%', '7%', '0%']"
246,*ombo of MyVitalC Longevity + Nootropic + Sleep Aid + Supplement with MyVitalPet for Cats and Pets Salmon Flavored ESS60 in Organic Extra Virgin Olive Oil,Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
247,*DORQ Pet Hair Remover Brush,$16.99,89,3.7,"['46%', '13%', '18%', '16%', '7%']"
248,"*oyame-Cat Grooming Brush,Dog Brush for Shedding,Double Sided Dematting Undercoat Rake Comb for Pet",Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
249,*NNEFU Comfortable Dog Cat Carrier Backpack Puppy Pet Front Pack with Breathable Head Out Design and Padded Shoulder for Hiking Outdoor Travel,$24.99,15,4.3,"['73%', '0%', '16%', '11%', '0%']"
250,"*sding Portable Foldable Pet Playpen and Puppy Playpen with Free Carrying Case Collapsible Travel Bowl,Indoor/Outdoor Use and Available in Brown 3 Sizes for Various Sizes Dog/Cat/Puppy/Rabbit…",$37.97,30,4.3,"['71%', '7%', '6%', '7%', '7%']"
251,"*fozstra Cat Water Fountain Stainless Steel, 2.5L Large Capacity Pet Water Fountain，Cat Fountain Ultra-Quiet Pump with LED Light for Cats and Dogs.",$21.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
252,"*et Hair Remover for Laundry, Lint Remover Washing Machine Hair Catcher /Reusable Floating Pet Fur Catcher for Animal Hair/Clothes/Bedding Washer Dryer Floating Ball 12 Pack",$12.99,14,5,"['100%', '0%', '0%', '0%', '0%']"
253,"*og Seat Belt - Dog Seatbelt Harness with Enhanced Carabiner, 2-in-1 Pet Seatbelt for Travel, Pet Dog Car Seat Belt, Adjustable Dog Car Harness with Anti Shock Buffer",$13.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
254,"*ahpet Grooming Wipes for Cat, No Rinse Pet Hydrosol Cleaning Gloves Hypoallergenic Deodorizing Disposable Deep Cleaning Wipes for Face, Body, Ear, Paws, Butt Bath Wipes (Cat, 5pcs/Pack)",$12.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
255,"*etLovers Extra Sticky Lint Roller Mega Value Set 450 Sheets for Pet Hair Removal, Dog and Cat Lint Remover",$14.95,"7,353",4.6,"['76%', '14%', '6%', '2%', '2%']"
256,"*and held Broom, Carpet Cleaning Roller, Used to Remove Hair from Clothes, Sofas, Carpets, Bedroom beds and pet nests, One Brush to Solve All Troubles.",$24.95,"1,376",4,"['53%', '19%', '12%', '7%', '9%']"
257,"*ESTON Dog Nail Grinder - Professional Electric Pet Nail Trimmer for Large Medium Small Dogs & Cats - Painless Paws Grooming, Smoothing, Trimming Tool - Rechargeable & Clippers Quiet (3-Speed)",$16.99,186,4.4,"['78%', '5%', '4%', '4%', '9%']"
258,*AKESI Pet Grooming Tool - 2 Sided Undercoat Rake for Cats & Dogs - Safe Dematting Comb for Easy Mats & Tangles Removing - 2Pack,Out of Stock,3,5,"['100%', '0%', '0%', '0%', '0%']"
259,"*reenJoy 2 Pack 2lb/2.5L Pet Food Storage Container with Measuring Cup, Pour Spout for Small Dog Cat Bird Turtle, Waterproof Storage",$13.88,"1,751",4.6,"['75%', '14%', '6%', '2%', '3%']"
260,"*antasy Cat Water Fountain, 67oz/2L Automatic Cat Drinking Fountain, Pet Water Fountain with LED Light and Filter for Cats and Small Dogs (Green)",$19.99,8,5,"['100%', '0%', '0%', '0%', '0%']"
261,"*OPET Automatic Cat Feeder,7L Pet Food Dispenser for Cats and Dogs,Programmable Portion Control 1-4 Meals per Day & 10s Voice Recorder for Small Medium and Large Pets (7L)",Out of Stock,168,4.3,"['67%', '15%', '6%', '3%', '8%']"
262,"*og Feeding Mat Large, Dog Snuffle Mat Pet Snuffle Bowl Pet Cat Snuffle Mat Cat Snuffling Nose Work Mat IQ Training Slow Eat Bowl",$15.88,693,4.3,"['60%', '21%', '9%', '5%', '5%']"
263,"*esolve Pet Expert Easy Clean Carpet Cleaner Gadget Foam Spray Refill, 2 Piece Set",Out of Stock,"1,722",4.4,"['69%', '16%', '8%', '2%', '4%']"
264,"*iubya Foldable Dog Pool, Collapsible Hard Plastic Dog Swimming Pool, Portable Bath Tub for Kids Dogs and Cats, Pet Wading Pool for Indoor and Outdoor",$25.99,7,4.8,"['78%', '22%', '0%', '0%', '0%']"
265,*rigenere - Sanitizing Pet Shampoo,$17.00,0,0,"['0%', '0%', '0%', '0%', '0%']"
266,*ONEY CARE All-Absorb Disposable Pets Grooming Wipes for Dogs & Cats Fur Deodorizing for Pet Body Wiping & Cleaning (7pcs/Pack),$12.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
267,"*UTHZZHY Pet Grooming Brush, 2 Sided Professional Dematting Comb Grooming Undercoat Rake, Effective Removing Knots for Cats, Dogs",Out of Stock,1,5,"['100%', '0%', '0%', '0%', '0%']"
268,"*ecurity Camera Indoor 1080p WiFi Camera (2.4G Only) 360 Degree View Smart Camera with Night Vision, 2-Way Audio, Smart Tracking, Sound Detection, Cloud Service, Ethernet Port, SD Card Slot",$59.99,98,4.1,"['61%', '16%', '8%', '6%', '9%']"
269,"*cotch-Brite Pet Extra Sticky Hair Lint Roller, 4, 400 Sheets",$23.16,"4,569",4.7,"['80%', '12%', '5%', '2%', '2%']"
270,*odly Pet Evolution System: Epic Fantasy ( Adventure LitRPG with Leveling System ) Book 20,$0.00,0,0,"['0%', '0%', '0%', '0%', '0%']"
271,*RIS 3Piece Airtight Pet Food Container Combo,$32.62,"6,254",4.7,"['81%', '12%', '4%', '1%', '1%']"
272,"*BJU Bark Collar for Dogs,Rechargeable Anti Barking Training Collar with 7 Adjustable Sensitivity and Intensity Beep Vibration for Small Medium Large Dogs (Black)",$39.99,"5,691",4.5,"['74%', '13%', '6%', '2%', '5%']"
273,*etty White's Pet Set: The Complete Series,$40.99,56,4.7,"['86%', '6%', '3%', '3%', '2%']"
274,"*ilicone Case Compatible with Airtag Pet Collar, Protective Cover for Dog Strap Band, Slide On Sleeve Compatible with Apple Airtag 2021(White)",$4.99,8,4.7,"['72%', '28%', '0%', '0%', '0%']"
275,*ET N PET Lavender Scented/Unscented Poop Bags 720 Counts Rainbow Muliti Color Dog Poop Bags Refill Rolls Standard and EPI Additive Dog Waste Bags,$20.99,"1,361",4.8,"['88%', '8%', '2%', '1%', '1%']"
276,*ubbish Pet Portraits,Out of Stock,111,5,"['97%', '1%', '1%', '0%', '0%']"
277,*x Vitamins for Pets Rx D3 - Palatable Cholecalciferol - Hypoallergenic - Veterinary Formula - 2 fl. oz.,Out of Stock,69,4.5,"['77%', '10%', '6%', '2%', '5%']"
278,"*ercimoly Pet Hair Remover Roller for Couch/Carpet/Car Seat, Reusable Dog/Cat Hair Remover Roller, No Adhesive or Sticky Tape Needed Animal Hair Removal Tool, Portable Dog/Cat Fur Remover Roller",Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
279,"*RDORA Pet Hair Remover Brush for Clothes, Double-Sided Dog Hair Remover Brush with Travel Brush, Self-Cleaning Base Cat Hair Remover Brush, Remove Cat and Dog Fur for Couch, Bedding, Furniture",$9.99,2,5,"['100%', '0%', '0%', '0%', '0%']"
280,"*issell Crosswave Pet Pro All in One Wet Dry Vacuum Cleaner and Mop for Hard Floors and Area Rugs, 2306A",$269.99,"11,826",4.5,"['76%', '12%', '5%', '2%', '5%']"
281,"*asy-Going 4 Pieces Stretch Couch Cover Sofa Cover for Dogs Washable Sofa Slipcover for 3 Separate Cushion Couch Spandex Jacquard Fabric Elastic Furniture Protector for Pets,Kids(Taupe, Sofa)",$42.99,302,4.6,"['73%', '17%', '5%', '2%', '3%']"
282,"*co Strong Outdoor Odor Eliminator | Outside Dog Urine Enzyme Cleaner – Powerful Pet, Cat, Animal Scent Deodorizer | Professional Strength for Yard, Turf, Kennels, Patios, Decks",$64.97,82,4.6,"['76%', '11%', '9%', '2%', '2%']"
283,"*et Hair Remover,Portable Lint Remover,Clothes Fuzz Remover Fabric Shaver,Lint Shaver for Clothing Sweater Woven Coat(2 Pack )",$9.87,35,3.4,"['37%', '10%', '24%', '15%', '15%']"
284,"*et 'n Shape Beef Bone Treat - Made & Sourced in The USA - Natural Dog Chewz, Large, 2 Count",Out of Stock,"5,150",4.4,"['70%', '14%', '8%', '3%', '4%']"
285,"*iivton 4 Sides Expandable Pet Carrier, Airline Approved Soft-Sided Dog Cat Carrier Bag with Fleece Pad for Cats, Puppy and Small Animals",$59.95,"3,622",4.5,"['74%', '14%', '6%', '3%', '3%']"
286,"*AIU Lint Roller, 6.3 inches, for Clothes Carpet Car Seats Dust Pet Dogs Cats Hair Extra Sticky Including Lint Roller Brush, Lint Roller Refill(60 Sheets) and Dust Cover",$5.99,22,4.3,"['74%', '2%', '11%', '6%', '7%']"
287,*meritex Waterproof Dog Bed Cover Pet Blanket with Anti-Slip Back for Furniture Bed Couch Sofa,Out of Stock,907,4.6,"['77%', '14%', '5%', '2%', '2%']"
288,*EGUROS Self Cleaning Slicker Brush-Is a Brush for Dogs and Cats-Retractable Grooming Tools for Pet Hair Removal-Easy to Clean Dog Hair Brush -Yellow,$14.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
289,"*/ A Multipurpose Rubber Pet Hair Removal Brush, Dog & Cat Hair Remover Brush for Furniture, Car Interior and Carpet，with Free Storage Bag（Green）",$7.98,43,3.9,"['54%', '11%', '13%', '14%', '8%']"
290,"*UPSAND Automatic Cat Feeder 7L Bluetooth Dog Food Dispenser, Timed Pet Feeder Automatic Programmable Portion Control 1-8 Meals per Day & 10s Voice Recorder for Small / Medium Pets…",$52.99,100,4,"['59%', '19%', '5%', '0%', '17%']"
291,*og Collar with Bow Tie Cute Pet Collar with Alloy Buckle & D Ring Adjustable Soft Dog Collar for Small Medium Large Girl Dogs Cats,Out of Stock,9,4.7,"['83%', '0%', '17%', '0%', '0%']"
292,"*ISSELL Pet Hair Eraser Turbo Plus Lightweight Upright Vacuum Cleaner, 24613",$179.99,"5,779",4.5,"['73%', '15%', '5%', '3%', '5%']"
293,"*ets Alive Frankie the Flamingo Pink - 15"" Interactive Animal Dancing Plush with 3 Songs, Includes Baby Collectible Flamingo, Party Plush Toy Kids Ages 3+ by ZURU, 9.457.0914.96inch",$19.99,260,4.6,"['76%', '13%', '6%', '2%', '2%']"
294,"*at Water Fountain, Super Quiet Automatic Cat Fountain, Pet Water Fountain for Kitty, Cat Waterer, Dog Bowl Dispenser 2.2L/74oz, with Super Long Life Span Pump, Red+Colorful LED Light",$29.98,2,5,"['100%', '0%', '0%', '0%', '0%']"
295,*LUERISE Automatic Dog Feeder Travel Supply cat Food Feeder and Water Dispenser Set 1 Gal x 2 Water Gravity pet Dog Water Fountain,$34.99,61,4.5,"['77%', '9%', '9%', '0%', '6%']"
296,"*alsiPree Dog Water Bottle with Poop Bag Dispenser, Portable Pet Travel Water Bottle for Dogs Drinking, Dog Stuff Waste Bag Holder Accessories Perfect for Walking, Hiking, On The Go & Car Rides",$18.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
297,"*et Memorial Gifts, Pet Loss Memorial Frame Leave Paw Prints on Our Hearts, Paw Prints Sympathy Frame Gift for Loss of Dog and Cat",$17.99,103,4.7,"['89%', '3%', '2%', '2%', '3%']"
298,*et Dental Water Additive – Dog Oral Care Without Brushing – Targets Plaque Buildup on Teeth for Healthier Gums and Breath Freshness – 16 oz,$24.95,6,3.3,"['43%', '0%', '19%', '19%', '19%']"
299,"*ortable 4in1 Pet Dog Water Bottle with Food Storage, Poop Bag Dispenser and Scoop",Out of Stock,1,5,"['100%', '0%', '0%', '0%', '0%']"
300,"*ISSELL Pet Hair Eraser Lithium Ion Cordless Hand Vacuum, Purple",$69.99,"17,350",4.7,"['79%', '13%', '4%', '1%', '2%']"
301,"*et Hair Remover Brush, Pet Hair Detailer for Couch & Car Seat, Professional Dog & Cat Hair Remover Brush for Home Fabric, Clothing and Car Detailing, Hair Removal Effect up to 96%, Keep Fabric Tidy",$14.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
302,*YNX Foldable Dog Pet Bath Pool Portable Dog Swimming Pool Bathing Tub Hard Plastic Kiddie Pool for Kids Dogs and Cats,$63.99,109,4.5,"['77%', '11%', '5%', '3%', '4%']"
303,"*KSYZN Dog Dryer 3200W/4.3HP Motor Stepless Adjustable Speed Dog Hair Dryer, Pet Dog Grooming Dryer Blower with 98.4''Spring Hose,4 Different Nozzles, and Pet Grooming Glove",$105.99,14,5,"['100%', '0%', '0%', '0%', '0%']"
304,"*ELOMO Pet Hair Remover Roller - Dog & Cat Fur Remover with Self-Cleaning Base - Efficient Animal Hair Removal Tool - Perfect for Furniture, Couch, Carpet, Car Seat",$24.95,"10,118",4.4,"['70%', '15%', '8%', '3%', '4%']"
305,"*021 Upgraded Version Magnetic Screen Door Fits Door Size up to 38""x82"" Max, Easy Install with Full Frame Hook&Loop, Screen Doors with Magnets Keeps Mosquitoes Out, Pet & Kid Friendly.",$26.99,16,4.1,"['51%', '28%', '11%', '0%', '11%']"
306,"*etSafe Drinkwell Multi-Tier Cat and Dog Drinking Fountain, 100 Ounce Capacity Automatic Water Dispenser for Pets, Fresh Free-Flowing Stream, Easy to Clean Hygienic Durable Material, Filters Included",$24.95,"12,060",4.3,"['65%', '15%', '8%', '4%', '8%']"
307,*et Loads the Complete Volume,Out of Stock,138,4.6,"['81%', '8%', '5%', '3%', '3%']"
308,"*UOXiAO Dog & Cat Nail Clippers and Trimmers with Safety Guard to Avoid Over-Cutting Toenail, Razor Sharp Blades and Free Nail File-Professional Grooming Tool for Pets and Small Animals",$7.99,2,3,"['50%', '0%', '0%', '0%', '50%']"
309,*og Grooming Pet Groomer Occupational Pullover Hoodie,$25.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
310,"*et Grooming Kit for Dog and Cat with 2 Sided Grooming Brush and 2 Sided Grooming Glove for De-Shedding, De-Matting and Cleaning All Pet Hair Effectively",$16.97,256,4.5,"['68%', '21%', '6%', '3%', '1%']"
311,"*ndoor Security Camera 1080p WiFi Camera (2.4G Only) 360 Degree Home Camera with App, Night Vision, 2-Way Audio, Human Detection, Motion Tracking, Sound Detection, Local & Cloud Storage",$29.99,179,4.1,"['64%', '13%', '7%', '3%', '14%']"
312,*ets Apple Airtags Case Holder 4 Pack Waterproof Pet Apple Air Tag Holder for GPS Dog Cat Collar Finder Locator Tag Tracker Loop Case Accessories Soft Silicone Sleeve,Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
313,"*et 'n Shape Chik'n Breast Jerky Treats – Natural Chicken Dog Treats, 2 Pound",Out of Stock,"1,848",4.7,"['81%', '11%', '5%', '2%', '2%']"
314,"*oPets Nail Clippers for Dogs & Cats with 1 Nail File, Orange / Black",$29.99,"2,254",4.3,"['65%', '18%', '8%', '3%', '5%']"
315,*V/Dog Safety Temperature & Humidity Sensor | 4G Verizon Cellular | Wireless Remote Pet Temp Monitor with 24/7 Email/SMS Alerts | No WiFi Required | iOS/Android compatible,$199.00,386,4.3,"['69%', '14%', '5%', '4%', '8%']"
316,"*etSafe Wall Entry Pet Doors with Telescoping Tunnel - Small, Medium, Large - White - Easy to Install - Cat and Dog Door Designed for Freedom, Independence and Convenience - Made in the USA",$94.95,"5,085",4.7,"['80%', '13%', '3%', '1%', '2%']"
317,"*andofly Rechargeable LED Dog Collars - Glow in The Dark Dog Lights Durable Nylon Lighted Collars for Small Medium Large Dogs Keep Your Pets Be Visible & Safe at Night (Blue, Large)",$15.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
318,"*opmart High Density Foam Pet Steps 2 Tiers,11.8"" High,Non-Slip Dog Stairs,Dog Ramp,Soft Foam Dog Ladder,Best for Dogs Injured,Older Cats,Pets with Joint Pain,Suitable for Low Sofas,Stairs,Lower place",$50.99,112,4.5,"['74%', '13%', '5%', '2%', '6%']"
319,"*omplete KIT of Professional Cleaning for Pets and Furniture | Left Glove for pet waxing | Removing Roller for cat and Dog Hair, Reusable, self-Cleaning | Your Spaces Clean of Hair",$19.99,1,5,"['100%', '0%', '0%', '0%', '0%']"
320,"*etderlandPets Dog & Cat Grooming Brush, Pin Bristles Brush for Long & Short Haired Pet，Grooming Tool, Shedding Tool, Removes Mats, Tangles and Shedding Hair",$13.98,50,4,"['52%', '21%', '10%', '6%', '11%']"
321,"*iCaptain Pet Playpen Top Cover for Indoor and Outdoor Use - Escape-Proof and Sunshade Shield Protector Fits for 24 inches Wide 8 Panel Dog Crate Pen (Black, Without Adjustable Half Mesh)",$21.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
322,*espet Cooling Mat for Dogs (2021 New) Summer Self-Cooling Pads or Mats Bed Pad Blanket Grey M,$16.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
323,"* Pack Portable Lint Remover,Clothes Fuzz Remover Fabric Shaver,Lint Rollers,Pet Hair Remover Hairball Quick Epilator Lint Shaver for Clothing Sweater Woven Coat",$13.99,203,3.8,"['57%', '8%', '13%', '7%', '15%']"
324,"*ocket & rex No Stuffing Dog Toy | Unstuffed Dog Toys Bundle with Squeakers | Set Includes a Stuffing Free Rope Toy, Rubber Squeaker Toy and Plush Toy | for Small to Medium Breeds",$19.95,171,4.4,"['73%', '13%', '5%', '4%', '5%']"
325,"*at Water Fountain Stainless Steel, 2.5L/84oz Automatic Pet Water Dispenser Dog Water Fountain with LED Light, for Cats, Dogs, Multiple Pets",Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
326,"*ISSELL TurboClean PowerBrush Pet Carpet Cleaner, 2987",$89.99,"4,292",4.6,"['77%', '15%', '4%', '1%', '2%']"
327,"*eken Cat Water Fountain, 84oz Automatic Pet Water Fountain Dog Water Dispenser with 3 Replacement Filters & 1 Silicone Mat for Cats and Small to Medium Dogs",Out of Stock,"12,652",4.5,"['77%', '12%', '4%', '2%', '5%']"
328,*llumination Presents: 2-Movie Pack (Sing / The Secret Life of Pets),$11.70,"3,327",4.8,"['89%', '8%', '2%', '0%', '1%']"
329,"*resent Pets, Fancy Puppy Interactive Plush Pet Toy with Over 100 Sounds and Actions (Style May Vary)",$35.97,"2,673",4.7,"['82%', '10%', '5%', '1%', '2%']"
330,"*pring Blossoms-2 in 1 Professional Grooming Rake for Cats & Dogs-Dematting Comb for Easy Mats & Tangles Removing,Pet Brush Safe No More Nasty Shedding and Flying Hair",$12.99,73,4.6,"['79%', '12%', '5%', '0%', '4%']"
331,*ENSUIJIA Dematting Comb with 2 Sided Professional Grooming Rake for Cats & Dogs,$12.99,3,4.4,"['68%', '0%', '32%', '0%', '0%']"
332,"*OMKAS Dog Carrier for Small Dogs Puppy Carrier for Small Dogs (Grey, Unadjustable Strap for Under 10 lbs)",$16.96,"11,773",4.2,"['64%', '14%', '11%', '5%', '7%']"
333,*meritex Waterproof Dog Bed Cover Pet Blanket for Furniture Bed Couch Sofa Reversible,Out of Stock,"2,812",4.6,"['75%', '15%', '5%', '2%', '3%']"
334,*mazon Basics Waterproof Anti-Slip Silicone Pet Food and Water Bowl Mat,$15.99,"9,919",4.5,"['74%', '14%', '7%', '3%', '3%']"
335,"*ashBar Natural Dog Shampoo Bar - Natural Bar Soap and Dog Shampoo for Allergies and Itching and Sensitive Skin, Easier to Use Than Liquid Shampoo with No Plastic Bottle Waste",$16.49,927,4.5,"['72%', '16%', '7%', '3%', '3%']"
336,"*rayola Scribble Scrubbie Pets Grooming Truck, Toy Pet Playset, Gift for Kids, Age 3, 4, 5, 6",$15.76,610,4.8,"['85%', '10%', '4%', '1%', '1%']"
337,"*og chew Toys, Dog Toys Suitable for Small Dogs to Clean Their Teeth, Safe Natural Rubber pet Toys",$11.58,0,0,"['0%', '0%', '0%', '0%', '0%']"
338,"*ETODAY Automatic Cat Feeder with APP Control, WiFi Enabled 4L Auto Pet Feeder with Stainless Steel Bowl, Timed Cat Food Dispenser with Portion Control, Up to 10 Meals Per Day and 10s Voice Recorder",$71.99,158,3.9,"['53%', '13%', '15%', '8%', '12%']"
339,"*he Secret Life of Pets: Coloring Book: Over 50 high-quality illustrations for coloring, SPECIAL ENLARGED EDITION",$5.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
340,"*etkix Lint Rollers for Pet Hair Remover, Extra Sticky Mega Value Set 600 Sheets Pet Lint Brush Fur Lint Remover, Cat Dog Hair Remover for Furniture and Clothes",$19.97,"1,498",4.6,"['75%', '15%', '6%', '2%', '2%']"
341,"*ululu Portable Dog Lick Bowl, Dog Lick Mat for Anxiety, Dog Lick Pad to Help Calm Dog, Calming Aid for Dogs, Dog Car Anxiety Relief Dog Washing Distraction Device",$12.95,310,4.3,"['65%', '16%', '11%', '3%', '4%']"
342,"*onder Creature Cat Water Fountain Replacement Filter for Stainless Steel Top Cat Fountain, 6 Carbon Filters Pack",$12.99,"4,479",4.8,"['85%', '11%', '3%', '1%', '1%']"
343,*y Musical Cow (Farm Adventures),$0.00,4,5,"['100%', '0%', '0%', '0%', '0%']"
344,"*KMEE Soft Pet Carrier for Small Medium Cats Dogs Puppies, Cat Carrier with Big Space, 5 Mesh Windows, 3 Doors, Airline Approved, Escape-Proof, Breathable, Leak-Proof, Easy Storage",$28.99,85,4.5,"['77%', '13%', '2%', '2%', '6%']"
345,"*at Water Fountain Stainless Steel,2L/67oz Multi-Pet Fountain with Ultra-Quiet Pump&Dishwasher Safe Design,360°Dog Water Fountain,Cat Automatic Water dispenser with 3 Replacement Filters for Cats Dogs",$39.99,47,4.4,"['68%', '19%', '4%', '3%', '6%']"
346,"*rayola Scribble Scrubbie Pets Marker Set, Amazon Exclusive, 24 Washable Markers",$10.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
347,"*rotective Case for Air Tag Dog Collar Holder,2-Pack Silicone Air Tag Holder for Pets Portable Air Tag Case for Dog Collar Anti-Lost Air Tag Holder for Pets(Black & Purple)",Out of Stock,2,5,"['100%', '0%', '0%', '0%', '0%']"
348,"*ove's cabin 20in Cat Beds for Indoor Cats - Cat Bed with Machine Washable, Waterproof Bottom - Bluish Grey Fluffy Dog and Cat Calming Cushion Bed for Joint-Relief and Sleep Improvement",$22.99,"3,277",4.6,"['78%', '11%', '6%', '2%', '3%']"
349,"*LAZA Pet Hair Remover,Dog & Cat Hair Removal Brush,Reusable Fur Remover for Couches, Bedding, Clothes ,Laundry and Car Seat with Wooden Handle and Self-Cleaning Base",$19.68,2,5,"['100%', '0%', '0%', '0%', '0%']"
350,"*GBE Dog Brush and Cat Brush, 2 in 1 Pet Undercoat Rake Grooming Tool for Deshedding, Mats & Tangles Removing, Shedding Brush and Dematting Comb for Large Small Dogs & Cats' Long & Short Hair Remover",$13.98,409,4.6,"['78%', '13%', '6%', '1%', '2%']"
351,*ENSUIJIA Dematting Dog Comb with 9 Pieces of Serrated Blades,$9.50,0,0,"['0%', '0%', '0%', '0%', '0%']"
352,"*awsPamper Undercoat Rake for Dogs & Cats - Proprietary Teeth Angulation for Fast & Pain Free Grooming, Ultra Durable Full Tang Construction",$25.00,"2,226",4.7,"['82%', '11%', '4%', '1%', '2%']"
353,"*EULAM Stainless Steel Dog Bowls for Small Dogs, Cat Food Bowls with No Spill Non Skid Silicone Mat, Pet Dog Food Water Bowls for Small Puppy",$11.79,1,4,"['0%', '100%', '0%', '0%', '0%']"
354,"*ureFit Reversible Quilted Sofa Cover, Water Resistant Slipcover Furniture Protector, Washable Couch Cover with Non Slip Foam and Elastic Straps for Kids, Dogs, Pets (Sofa, Chocolate/Beige)",$29.99,"16,602",4.4,"['67%', '18%', '9%', '3%', '4%']"
355,"*NSE Cordless Vacuum Cleaner, 23KPa Powerful Suction Stick Vacuum, Up to 45min Runtime Rechargeable 2500mAh Battery, 10 in 1 Quiet Lightweight Vacuum for Home Hard Floor Carpet Car Pet Hair-S6 Purple",Out of Stock,7,5,"['100%', '0%', '0%', '0%', '0%']"
356,"*awaboo Pet Carrier Backpack, Adjustable Pet Front Backpack Cat Dog Carrier Backpack Safety Travel Bag, Legs Out, Easy-Fit for Traveling Hiking Camping for Small Medium Dogs Puppies",$30.99,194,4.1,"['57%', '19%', '12%', '3%', '9%']"
357,"*og Car Seat Cover, 100% Waterproof Pet Seat Cover with Mesh Window Scratch Proof Nonslip Dog Car Hammock Backseat Dog Cover for Cars Trucks SUV",Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
358,"*ofunii Dog Water Bottle for Walking, Portable Pet Travel Water Drink Cup Mug Dish Bowl Dispenser, Made of Food-Grade Material Leak Proof & BPA Free - 15oz Capacity",$11.99,890,4.7,"['80%', '13%', '4%', '1%', '1%']"
359,"*OUME Cat Window Perch, Cat Window Hammock Bed for 2 Cats Pet Resting Sunny Seat with Powerful Suction Cups Safety Holds Up to 55lbs",$29.99,0,0,"['0%', '0%', '0%', '0%', '0%']"
